문서,페이지,종류,내용
복무규정.json,7,paragraph,"<p id='40' data-category='paragraph' style='font-size:20px'>③ 제1항에 따라 해당 근로자에게 육아기 근로시간 단축을 허용하는 경우단축 후 근로시<br>간은 주당 15시간 이상이어야 하고 35시간을 넘어서는 아니 된다. く 개정 2025.11.10<br>&gt;<br>④ 육아기 근로시간 단축의 기간은 1년 이내로 한다. 단, 「남녀고용평등과 일·가정양립<br>지원에 관한 법률」 제19조의2에 따라 그 기간을 가산할 수 있다.<br>⑤ 육아기 근로시간 단축을 이유로 해당 직원에게 해고나 그 밖의 불리한 처우를 하여서<br>는 아니 된다.<br>⑥ 육아기 근로시간 단축기간이 끝난 후에는 해당직원이 육아기 근로시간 단축 전과 같<br>은 업무 또는 같은 수준의 임금을 지급하는 직무에 복귀시켜야 한다.<br>제20조(휴가기간중의 공휴일) 휴가기간 중의 토요일 또는 공휴일은 그 휴가일수에 산입<br>(算入)하지 않는다. 다만, 휴가일수가 30일 이상 계속되는 경우에는 그 휴가일수에 토요<br>일 또는 공휴일을 산입(算入)한다.</p>"
복무규정.json,7,paragraph,<br><p id='41' data-category='paragraph' style='font-size:18px'>&lt;조 개정 2018.07.01&gt;</p>
복무규정.json,7,paragraph,<br><p id='42' data-category='paragraph' style='font-size:20px'>제21조(휴가기간의 초과) 이 규정이 정한 휴가일수를 초과한 휴가는 결근으로 간주한다.</p>
복무규정.json,7,paragraph,<p id='43' data-category='paragraph' style='font-size:14px'>제4장 보 칙</p>
복무규정.json,7,paragraph,<p id='44' data-category='paragraph' style='font-size:22px'>제22조(규칙의 제정) 이 규정 시행에 필요한 사항은 규칙으로 정한다.</p>
복무규정.json,7,paragraph,<br><p id='45' data-category='paragraph' style='font-size:18px'>&lt;조 개정 2007.08.03&gt;</p>
복무규정.json,7,paragraph,<p id='46' data-category='paragraph' style='font-size:16px'>부 칙</p>
복무규정.json,7,heading1,<br><h1 id='47' style='font-size:20px'>이 규정은 2004년 3월 4일부터 시행한다.</h1>
복무규정.json,7,paragraph,<p id='48' data-category='paragraph' style='font-size:16px'>부칙 (2004.07.01)</p>
복무규정.json,7,paragraph,<br><p id='49' data-category='paragraph' style='font-size:20px'>① (시행일) 이 규정은 2004년 7월 1일부터 시행한다.<br>② (경과조치) 이 규정 시행일전에 발생한 연 · 월차휴가에 대해서는 종전의 규정에 의한<br>다.</p>
복무규정.json,7,paragraph,<p id='50' data-category='paragraph' style='font-size:18px'>부칙 (2005.01.01)</p>
복무규정.json,7,paragraph,<br><p id='51' data-category='paragraph' style='font-size:20px'>이 규정은 2005년 1월 1일부터 시행한다.</p>
복무규정.json,7,paragraph,<p id='52' data-category='paragraph' style='font-size:16px'>부칙 (2006.01.01)</p>
복무규정.json,7,paragraph,<br><p id='53' data-category='paragraph' style='font-size:20px'>이 규정은 2006년 1월 1일부터 시행한다.</p>
복무규정.json,8,paragraph,<p id='54' data-category='paragraph' style='font-size:16px'>부칙 (2006.08.30)</p>
복무규정.json,8,paragraph,<br><p id='55' data-category='paragraph' style='font-size:20px'>이 규정은 2006년 8월 30일부터 시행한다.</p>
복무규정.json,8,paragraph,<p id='56' data-category='paragraph' style='font-size:14px'>부칙 (2007.08.03)</p>
복무규정.json,8,paragraph,<br><p id='57' data-category='paragraph' style='font-size:20px'>이 규정은 2007년 8월 3일부터 시행한다.</p>
복무규정.json,8,paragraph,<p id='58' data-category='paragraph' style='font-size:14px'>부칙 (2010.09.10)</p>
복무규정.json,8,paragraph,<br><p id='59' data-category='paragraph' style='font-size:20px'>이 규정은 2010년 9월 10일부터 시행하되 2010년 9월 9일부터 적용한다.</p>
복무규정.json,8,paragraph,<p id='60' data-category='paragraph' style='font-size:16px'>부칙 (2011.01.01)</p>
복무규정.json,8,paragraph,<br><p id='61' data-category='paragraph' style='font-size:20px'>이 규정은 2011년 1월 1일부터 시행한다.</p>
복무규정.json,8,paragraph,<p id='62' data-category='paragraph' style='font-size:16px'>부칙 (2012.11.01)</p>
복무규정.json,8,paragraph,<br><p id='63' data-category='paragraph' style='font-size:20px'>이 규정은 2012년 11월 1일부터 시행한다.</p>
복무규정.json,8,paragraph,<p id='64' data-category='paragraph' style='font-size:14px'>부칙 (2013.09.25)</p>
복무규정.json,8,paragraph,<br><p id='65' data-category='paragraph' style='font-size:20px'>이 규정은 2013년 9월 25일 부터 시행한다.</p>
복무규정.json,8,paragraph,<p id='66' data-category='paragraph' style='font-size:14px'>부칙 (2014.07.18)</p>
복무규정.json,8,paragraph,<br><p id='67' data-category='paragraph' style='font-size:20px'>이 규정은 2014년 07월 18일부터 시행한다.</p>
복무규정.json,8,paragraph,<p id='68' data-category='paragraph' style='font-size:16px'>부칙 (2015.01.01)</p>
복무규정.json,8,paragraph,<br><p id='69' data-category='paragraph' style='font-size:20px'>이 규정은 2015년 1월 1일부터 시행한다.</p>
복무규정.json,8,paragraph,<p id='70' data-category='paragraph' style='font-size:14px'>부칙 (2015.06.26)</p>
복무규정.json,8,paragraph,<br><p id='71' data-category='paragraph' style='font-size:20px'>이 규정은 2015년 6월 26일부터 시행한다.</p>
복무규정.json,8,paragraph,<p id='72' data-category='paragraph' style='font-size:14px'>부칙 (2015.12.24)</p>
복무규정.json,8,paragraph,<br><p id='73' data-category='paragraph' style='font-size:20px'>이 규정은 2015년 12월 24일부터 시행한다.</p>
복무규정.json,8,paragraph,<p id='74' data-category='paragraph' style='font-size:14px'>부칙 (2018.01.30)</p>
복무규정.json,8,paragraph,"<br><p id='75' data-category='paragraph' style='font-size:20px'>이 규정은 2018년 1월 30일부터 시행한다. 다만, 제19조제1항제5호는 2018년 1월 1일<br>부터 적용한다.</p>"
복무규정.json,8,paragraph,<p id='76' data-category='paragraph' style='font-size:14px'>부칙 (2018.05.29)</p>
복무규정.json,8,paragraph,<br><p id='77' data-category='paragraph' style='font-size:20px'>이 규정은 2018년 5월 29일부터 시행한다.</p>
복무규정.json,8,paragraph,<p id='78' data-category='paragraph' style='font-size:16px'>부칙 (2018.07.01)</p>
복무규정.json,8,paragraph,<br><p id='79' data-category='paragraph' style='font-size:20px'>이 규정은 2018년 7월 1일부터 시행한다.</p>
복무규정.json,9,header,<header id='80' style='font-size:16px'>부칙 (2019.05.01)</header>
복무규정.json,9,paragraph,<br><p id='81' data-category='paragraph' style='font-size:20px'>이 규정은 2019년 4월 22일부터 시행한다.</p>
복무규정.json,9,paragraph,<p id='82' data-category='paragraph' style='font-size:14px'>부칙 (2019.06.01)</p>
복무규정.json,9,paragraph,<br><p id='83' data-category='paragraph' style='font-size:20px'>이 규정은 2019년 6월 1일부터 시행한다.</p>
복무규정.json,9,paragraph,<p id='84' data-category='paragraph' style='font-size:14px'>부칙 (2019.07.31)</p>
복무규정.json,9,paragraph,<br><p id='85' data-category='paragraph' style='font-size:20px'>이 규정은 2019년 7월 31일부터 시행한다.</p>
복무규정.json,9,paragraph,<p id='86' data-category='paragraph' style='font-size:14px'>부칙 (2020.01.01)</p>
복무규정.json,9,paragraph,"<br><p id='87' data-category='paragraph' style='font-size:20px'>이 규정은 2020년 1월 1일부터 시행한다. 다만, 제19조제8항은 2019년 12월 1일부터<br>적용한다.</p>"
복무규정.json,9,paragraph,<p id='88' data-category='paragraph' style='font-size:14px'>부칙 (2022.02.04)</p>
복무규정.json,9,paragraph,<br><p id='89' data-category='paragraph' style='font-size:20px'>제1조 (시행일) 이 규정은 2022년 2월 4일부터 시행한다.<br>제2조 (적용례) 이 규정은 2021년 12월 28일부터 소급하여 적용한다.</p>
복무규정.json,9,paragraph,<p id='90' data-category='paragraph' style='font-size:16px'>부칙 (2023.02.01)</p>
복무규정.json,9,paragraph,<br><p id='91' data-category='paragraph' style='font-size:20px'>제1조 (시행일) 이 규정은2023년2월1일부터 시행한다.<br>제2조 (일반적 적용례) 제14조제5항 및 제19조제4항은2023년1월1일부터 적용한다.</p>
복무규정.json,9,paragraph,<p id='92' data-category='paragraph' style='font-size:14px'>부칙 (2024.03.27)</p>
복무규정.json,9,paragraph,<br><p id='93' data-category='paragraph' style='font-size:20px'>이 규정은2024년3월27일부터 시행한다.</p>
복무규정.json,9,paragraph,<p id='94' data-category='paragraph' style='font-size:14px'>부칙 (2024.08.01)</p>
복무규정.json,9,paragraph,<br><p id='95' data-category='paragraph' style='font-size:20px'>이 규정은 2024년 8월 1일부터 시행한다.</p>
복무규정.json,9,paragraph,<p id='96' data-category='paragraph' style='font-size:14px'>부칙 (2025.03.14)</p>
복무규정.json,9,paragraph,<br><p id='97' data-category='paragraph' style='font-size:20px'>이 규정은 2025년 2월 23일 개정된 「남녀고용평등과 일·가정 양립 지원에 관한 법률」<br>의 시행일부터 시행한다.</p>
복무규정.json,9,paragraph,<p id='98' data-category='paragraph' style='font-size:14px'>부칙 (2025.08.18)</p>
복무규정.json,9,paragraph,<br><p id='99' data-category='paragraph' style='font-size:20px'>이 규정은 2025년 8월 18일부터 시행한다.</p>
복무규정.json,9,paragraph,<p id='100' data-category='paragraph' style='font-size:14px'>부칙 (2025.11.10)</p>
복무규정.json,9,paragraph,<br><p id='101' data-category='paragraph' style='font-size:20px'>이 규정은 2025년 11월 10일부터 시행한다.</p>
복무규정.json,9,paragraph,<p id='102' data-category='paragraph' style='font-size:16px'>부칙 (2026.03.10)</p>
복무규정.json,10,paragraph,<p id='103' data-category='paragraph' style='font-size:14px'>이 규정은 2026년 3월 10일부터 시행한다.</p>
복무규정.json,11,header,<header id='0' style='font-size:18px'>[별표 1]</header>
복무규정.json,11,heading1,<h1 id='1' style='font-size:20px'>직급별 초과근무 한도 시간 수 (제6조 관련)</h1>
복무규정.json,11,table,"<table id='2' style='font-size:14px'><thead><tr><td>구분</td><td>초과근무 한도 시간 수</td></tr></thead><tbody><tr><td>3급</td><td>6 시간</td></tr><tr><td>4급</td><td>7 시간</td></tr><tr><td>5급 이하</td><td>8 시간</td></tr><tr><td>기능직, 보조직, 업무직</td><td>8 시간</td></tr></tbody></table>"
복무규정.json,11,paragraph,<p id='3' data-category='paragraph' style='font-size:16px'>* 전문경력직은 일반직 직급에 따른다.</p>
승진임용규칙.json,1,heading1,<h1 id='0' style='font-size:20px'>승진임용규칙</h1>
승진임용규칙.json,1,paragraph,<br><p id='1' data-category='paragraph' style='font-size:14px'>제34차개정 2025-12-31</p>
승진임용규칙.json,1,paragraph,"<p id='2' data-category='paragraph' style='font-size:16px'>제1조(목적) 이 규칙은 「인사규정」 제18조 및 제19조에서 규정한 승진임용<br>에 관한 사항을 규정함을 목적으로 한다.<br>&lt;조 개정 2015.06.17&gt;<br>제2조(관리자급 직원의 승진후보자 명부작성) ① 1급부터 3급 보직자 이상<br>승진후보자명부(이하 &#34;명부&#34; 라 한다)는 역량평가 70점, 개인업적평가 30점인<br>총 100점을 만점으로 하여 직렬별 · 직급별 및 기관별로 작성하며 다음 각<br>호에 해당하는 경우에는 별도 작성할 수 있다.&lt; 개정 2025.05.01 &gt;</p>"
승진임용규칙.json,1,paragraph,"<p id='3' data-category='paragraph' style='font-size:16px'>1. 보직 · 무보직자를 구분할 경우는 분리 작성<br>2. 기관별 동일직급의 경우와 소수 직종의 경우는 통합작성<br>② 명부는 「인사규정」 제21조의 승진소요 최저연수를 경과한 2급부터 3<br>급까지의 직원에 대하여 작성한다. 단, 명부 작성 기준일은 승진심사 위<br>원회 개최 전일로 한다.&lt; 개정 2025.05.01 &gt;<br>③ 제2항에도 불구하고 직급별로 규정된 교육훈련시간을 이수하지 못한<br>직원에 대하여는 명부를 작성하지 않는다.</p>"
승진임용규칙.json,1,paragraph,"<br><p id='4' data-category='paragraph' style='font-size:16px'>제3조(3급이하 직원의 승진후보자 명부작성) ① 3급 무보직자 이하 승진후보<br>자명부는 근무성적평정 70점, 경력평정 30점인 총 100점을 만점으로 하여 직<br>렬별 · 직급별 및 기관별로 작성하며, 기관별 동일직급의 경우와 소수 직종의<br>경우는 통합 작성할 수 있다.<br>② 측량업무에 종사하는 팀장의 근무성적은 역량 46.67점, 실적평가 23.33점<br>으로 평가하고, 원내교수는 「국토정보교육원운영규칙」 에서 정한 평가 기준<br>에 따른다.<br>③ &lt;삭제 2025.09.23&gt;<br>④ 명부는 「인사규정」 제21조의 승진소요 최저연수를 경과한 3급 이하 및<br>기능직 2등급 이하의 직원에 대하여 작성한다. 단, 명부 작성 기준일은 승진<br>심사 위원회 개최 전일로 한다.<br>⑤ 제4항에도 불구하고 직급별로 규정된 교육훈련시간을 이수하지 못한 직<br>원과 직급별 기본필수 교육과정을 이수하지 못한 3급 이하 직원에 대하여는<br>명부를 작성하지 않는다. 다만, 시험으로 승진의 경우 직급별 기본필수 교육</p>"
승진임용규칙.json,2,paragraph,<p id='5' data-category='paragraph' style='font-size:18px'>과정 이수는 예외로 한다.</p>
승진임용규칙.json,2,paragraph,"<br><p id='6' data-category='paragraph' style='font-size:14px'>제4조(국토정보직4급 승진시험) ① 국토정보직 4급 승진시험 응시 대상자는<br>국토정보직 5급 승진 후 5년이 경과한 지역본부 또는 지사에서 근무하는 모<br>든 직원으로 한다. 이 경우 본사, 국토정보교육원 및 공간정보연구원에서 겸<br>무 또는 파견중인 직원도 포함한다.</p>"
